time;;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20180726:0110;;0.0;0.0;0.0;0.0;23.91;2.07;0.0
20180726:0210;;0.0;0.0;0.0;0.0;23.12;2.07;0.0
20180726:0310;;0.0;0.0;0.0;0.0;22.38;2.0;0.0
20180726:0410;;0.0;0.0;0.0;0.0;21.83;1.86;0.0
20180726:0510;;32.0;67.0;0.0;9.97;21.68;1.66;0.0
20180726:0610;;112.0;124.0;0.0;19.15;23.63;1.38;0.0
20180726:0710;;261.0;146.0;0.0;28.57;25.22;1.72;0.0
20180726:0810;;417.0;150.0;0.0;37.84;27.7;1.79;0.0
20180726:0910;;516.0;171.0;0.0;46.44;29.89;1.79;0.0
20180726:1010;;607.01;174.0;0.0;53.51;31.82;1.93;0.0
20180726:1110;;676.01;163.0;0.0;57.8;33.19;2.21;0.0
20180726:1210;;596.01;215.0;0.0;58.04;34.05;2.48;0.0
20180726:1310;;61.0;385.0;0.0;54.14;34.61;2.34;0.0
20180726:1410;;44.0;338.0;0.0;47.3;34.82;2.14;0.0
20180726:1510;;74.0;296.0;0.0;38.83;34.62;1.79;0.0
20180726:1610;;122.0;219.0;0.0;29.6;32.63;2.41;0.0
20180726:1710;;15.0;139.0;0.0;20.17;31.02;2.28;0.0
20180726:1810;;0.0;26.0;0.0;10.95;30.51;0.83;0.0
20180726:1910;;0.0;7.0;0.0;2.28;29.22;1.17;0.0
20180726:2010;;0.0;0.0;0.0;0.0;28.53;0.28;0.0
20180726:2110;;0.0;0.0;0.0;0.0;27.5;0.69;0.0
20180726:2210;;0.0;0.0;0.0;0.0;25.22;1.59;0.0
20180726:2310;;0.0;0.0;0.0;0.0;24.42;2.07;0.0
20180727:0010;;0.0;0.0;0.0;0.0;24.14;2.28;0.0
20180727:0110;;0.0;0.0;0.0;0.0;24.32;2.62;0.0
20180727:0210;;0.0;0.0;0.0;0.0;24.17;2.83;0.0
20180727:0310;;0.0;0.0;0.0;0.0;23.7;2.83;0.0
20180727:0410;;0.0;0.0;0.0;0.0;23.28;2.69;0.0
20180727:0510;;40.0;64.0;0.0;9.8;23.26;2.41;0.0
20180727:0610;;160.0;102.0;0.0;18.99;24.47;2.0;0.0
20180727:0710;;291.0;130.0;0.0;28.41;26.32;2.14;0.0
20180727:0810;;400.0;163.0;0.0;37.67;28.75;2.41;0.0
20180727:0910;;555.0;151.0;0.0;46.25;30.84;2.41;0.0
20180727:1010;;652.01;150.0;0.0;53.31;32.39;2.69;0.0
20180727:1110;;725.01;137.0;0.0;57.58;33.29;2.76;0.0
20180727:1210;;715.01;145.0;0.0;57.82;33.94;2.62;0.0
20180727:1310;;660.01;151.0;0.0;53.94;34.17;2.41;0.0
20180727:1410;;611.01;124.0;0.0;47.11;34.23;2.21;0.0
20180727:1510;;482.0;124.0;0.0;38.65;34.16;2.07;0.0
20180727:1610;;344.0;111.0;0.0;29.43;33.93;1.93;0.0
20180727:1710;;214.0;84.0;0.0;20.01;33.51;2.07;0.0
20180727:1810;;89.0;53.0;0.0;10.78;32.59;1.52;0.0
20180727:1910;;0.0;0.0;0.0;0.0;30.96;1.31;0.0
20180727:2010;;0.0;0.0;0.0;0.0;29.13;1.86;0.0
20180727:2110;;0.0;0.0;0.0;0.0;27.23;2.14;0.0
20180727:2210;;0.0;0.0;0.0;0.0;25.76;2.21;0.0
20180727:2310;;0.0;0.0;0.0;0.0;24.93;2.34;0.0
20180728:0010;;0.0;0.0;0.0;0.0;24.45;2.41;0.0
20180728:0110;;0.0;0.0;0.0;0.0;24.22;2.69;0.0
20180728:0210;;0.0;0.0;0.0;0.0;24.15;2.62;0.0
20180728:0310;;0.0;0.0;0.0;0.0;23.65;2.28;0.0
20180728:0410;;0.0;0.0;0.0;0.0;22.9;2.41;0.0
20180728:0510;;5.0;56.0;0.0;9.63;22.34;2.48;0.0
20180728:0610;;7.0;117.0;0.0;18.82;22.15;3.59;0.0
20180728:0710;;2.0;156.0;0.0;28.24;21.02;1.38;0.0
20180728:0810;;1.0;185.0;0.0;37.5;21.56;2.28;0.0
20180728:0910;;14.0;293.0;0.0;46.07;21.63;2.14;0.0
20180728:1010;;331.0;326.0;0.0;53.1;23.66;3.24;0.0
20180728:1110;;151.0;411.0;0.0;57.36;25.12;3.93;0.0
20180728:1210;;16.0;351.0;0.0;57.59;25.24;4.83;0.0
20180728:1310;;320.0;335.0;0.0;53.73;22.39;5.17;0.0
20180728:1410;;190.0;338.0;0.0;46.92;23.17;4.55;0.0
20180728:1510;;333.0;205.0;0.0;38.48;24.06;3.79;0.0
20180728:1610;;246.0;162.0;0.0;29.26;24.55;4.07;0.0
20180728:1710;;121.0;128.0;0.0;19.84;24.22;4.28;0.0
20180728:1810;;34.0;73.0;0.0;10.6;23.46;3.86;0.0
20180728:1910;;0.0;0.0;0.0;0.0;22.99;2.83;0.0
20180728:2010;;0.0;0.0;0.0;0.0;21.64;1.93;0.0
20180728:2110;;0.0;0.0;0.0;0.0;20.44;1.59;0.0
20180728:2210;;0.0;0.0;0.0;0.0;18.77;1.31;0.0
20180728:2310;;0.0;0.0;0.0;0.0;17.57;1.38;0.0
20180729:0010;;0.0;0.0;0.0;0.0;16.63;1.79;0.0
20180729:0110;;0.0;0.0;0.0;0.0;16.43;2.14;0.0
20180729:0210;;0.0;0.0;0.0;0.0;16.71;2.41;0.0
20180729:0310;;0.0;0.0;0.0;0.0;17.24;2.55;0.0
20180729:0410;;0.0;0.0;0.0;0.0;17.45;2.55;0.0
20180729:0510;;0.0;12.0;0.0;9.45;17.8;2.48;0.0
20180729:0610;;124.0;115.0;0.0;18.65;19.12;2.28;0.0
20180729:0710;;300.0;119.0;0.0;28.07;20.54;2.62;0.0
20180729:0810;;279.0;224.0;0.0;37.32;21.71;3.38;0.0
20180729:0910;;41.0;329.0;0.0;45.88;23.0;4.0;0.0
20180729:1010;;32.0;358.0;0.0;52.89;24.29;5.03;0.0
20180729:1110;;115.0;413.0;0.0;57.13;25.76;5.31;0.0
20180729:1210;;19.0;357.0;0.0;57.36;26.12;5.24;0.0
20180729:1310;;225.0;374.0;0.0;53.51;27.19;5.38;0.0
20180729:1410;;426.0;230.0;0.0;46.73;27.96;5.66;0.0
20180729:1510;;420.0;156.0;0.0;38.29;27.98;5.59;0.0
20180729:1610;;257.0;156.0;0.0;29.08;27.47;4.83;0.0
20180729:1710;;53.0;147.0;0.0;19.66;26.65;3.31;0.0
20180729:1810;;0.0;39.0;0.0;10.42;25.7;2.76;0.0
20180729:1910;;0.0;0.0;0.0;0.0;25.21;2.41;0.0
20180729:2010;;0.0;0.0;0.0;0.0;23.21;2.69;0.0
20180729:2110;;0.0;0.0;0.0;0.0;22.04;1.72;0.0
20180729:2210;;0.0;0.0;0.0;0.0;21.31;1.45;0.0
20180729:2310;;0.0;0.0;0.0;0.0;20.51;1.86;0.0
20180730:0010;;0.0;0.0;0.0;0.0;19.88;2.34;0.0
20180730:0110;;0.0;0.0;0.0;0.0;19.52;2.41;0.0
20180730:0210;;0.0;0.0;0.0;0.0;19.41;2.41;0.0
20180730:0310;;0.0;0.0;0.0;0.0;19.23;2.28;0.0
20180730:0410;;0.0;0.0;0.0;0.0;19.23;2.14;0.0
20180730:0510;;53.0;54.0;0.0;9.27;19.19;2.07;0.0
20180730:0610;;41.0;137.0;0.0;18.47;20.58;1.86;0.0
20180730:0710;;326.0;102.0;0.0;27.89;23.44;2.48;0.0
20180730:0810;;444.0;128.0;0.0;37.14;25.02;3.17;0.0
20180730:0910;;552.01;144.0;0.0;45.68;26.33;3.59;0.0
20180730:1010;;519.01;224.0;0.0;52.68;27.55;3.86;0.0
20180730:1110;;390.0;325.0;0.0;56.9;28.5;4.07;0.0
20180730:1210;;103.0;412.0;0.0;57.12;29.08;4.14;0.0
20180730:1310;;183.0;384.0;0.0;53.29;29.51;4.21;0.0
20180730:1410;;329.0;280.0;0.0;46.52;29.77;4.07;0.0
20180730:1510;;460.0;129.0;0.0;38.1;29.92;3.86;0.0
20180730:1610;;259.0;153.0;0.0;28.9;29.77;3.66;0.0
20180730:1710;;181.0;96.0;0.0;19.48;29.43;3.38;0.0
20180730:1810;;37.0;69.0;0.0;10.23;28.61;2.48;0.0
20180730:1910;;0.0;0.0;0.0;0.0;27.54;2.14;0.0
20180730:2010;;0.0;0.0;0.0;0.0;26.0;2.0;0.0
20180730:2110;;0.0;0.0;0.0;0.0;24.71;1.79;0.0
20180730:2210;;0.0;0.0;0.0;0.0;23.19;1.31;0.0
20180730:2310;;0.0;0.0;0.0;0.0;22.84;0.76;0.0
20180731:0010;;0.0;0.0;0.0;0.0;22.54;0.62;0.0
20180731:0110;;0.0;0.0;0.0;0.0;21.98;0.55;0.0
20180731:0210;;0.0;0.0;0.0;0.0;21.49;0.21;0.0
20180731:0310;;0.0;0.0;0.0;0.0;20.2;0.76;0.0
20180731:0410;;0.0;0.0;0.0;0.0;18.94;1.24;0.0
20180731:0510;;23.0;60.0;0.0;9.09;19.01;1.38;0.0
20180731:0610;;131.0;108.0;0.0;18.3;21.65;1.31;0.0
20180731:0710;;0.0;99.0;0.0;27.72;23.67;1.79;0.0
20180731:0810;;206.0;254.0;0.0;36.96;25.59;2.83;0.0
20180731:0910;;521.0;163.0;0.0;45.49;26.31;4.48;0.0
20180731:1010;;568.01;194.0;0.0;52.46;26.77;4.9;0.0
20180731:1110;;95.0;409.0;0.0;56.66;27.49;5.38;0.0
20180731:1210;;476.01;281.0;0.0;56.88;27.92;5.17;0.0
20180731:1310;;586.01;188.0;0.0;53.06;27.93;4.55;0.0
20180731:1410;;502.0;183.0;0.0;46.32;28.0;4.0;0.0
20180731:1510;;345.0;196.0;0.0;37.91;27.94;3.59;0.0
20180731:1610;;294.0;132.0;0.0;28.71;27.6;3.31;0.0
20180731:1710;;135.0;118.0;0.0;19.29;26.87;3.17;0.0
20180731:1810;;7.0;64.0;0.0;10.04;25.9;3.17;0.0
20180731:1910;;0.0;0.0;0.0;0.0;25.46;2.69;0.0
20180731:2010;;0.0;0.0;0.0;0.0;23.77;2.76;0.0
20180731:2110;;0.0;0.0;0.0;0.0;22.42;2.9;0.0
20180731:2210;;0.0;0.0;0.0;0.0;21.4;2.69;0.0
20180731:2310;;0.0;0.0;0.0;0.0;20.52;2.41;0.0
20180801:0010;;0.0;0.0;0.0;0.0;19.84;2.21;0.0
20180801:0110;;0.0;0.0;0.0;0.0;19.56;2.07;0.0
20180801:0210;;0.0;0.0;0.0;0.0;19.15;2.0;0.0
20180801:0310;;0.0;0.0;0.0;0.0;18.89;1.93;0.0
20180801:0410;;0.0;0.0;0.0;0.0;18.71;1.86;0.0
20180801:0510;;6.0;54.0;0.0;8.9;18.68;1.66;0.0
20180801:0610;;27.0;131.0;0.0;18.12;19.9;1.79;0.0
20180801:0710;;77.0;212.0;0.0;27.54;21.21;2.0;0.0
20180801:0810;;365.0;175.0;0.0;36.78;22.82;2.14;0.0
20180801:0910;;117.0;344.0;0.0;45.29;24.4;2.34;0.0
20180801:1010;;88.0;386.0;0.0;52.24;25.64;2.34;0.0
20180801:1110;;434.0;303.0;0.0;56.41;26.73;2.0;0.0
20180801:1210;;390.0;327.0;0.0;56.64;27.46;1.52;0.0
20180801:1310;;418.0;286.0;0.0;52.83;28.3;0.76;0.0
20180801:1410;;364.0;262.0;0.0;46.1;29.02;1.03;0.0
20180801:1510;;385.0;174.0;0.0;37.71;29.28;1.38;0.0
20180801:1610;;291.0;133.0;0.0;28.52;29.34;1.59;0.0
20180801:1710;;160.0;105.0;0.0;19.09;29.0;2.0;0.0
20180801:1810;;18.0;67.0;0.0;9.84;28.38;2.21;0.0
20180801:1910;;0.0;0.0;0.0;0.0;26.87;1.66;0.0
20180801:2010;;0.0;0.0;0.0;0.0;25.41;1.93;0.0
20180801:2110;;0.0;0.0;0.0;0.0;24.12;1.66;0.0
20180801:2210;;0.0;0.0;0.0;0.0;22.25;1.17;0.0
20180801:2310;;0.0;0.0;0.0;0.0;20.99;1.1;0.0
20180802:0010;;0.0;0.0;0.0;0.0;20.15;1.1;0.0
20180802:0110;;0.0;0.0;0.0;0.0;19.47;1.03;0.0
20180802:0210;;0.0;0.0;0.0;0.0;19.36;0.9;0.0
20180802:0310;;0.0;0.0;0.0;0.0;19.22;0.62;0.0
20180802:0410;;0.0;0.0;0.0;0.0;18.88;0.48;0.0
20180802:0510;;9.0;55.0;0.0;8.72;18.62;0.34;0.0
20180802:0610;;135.0;103.0;0.0;17.94;19.42;0.28;0.0
20180802:0710;;260.0;136.0;0.0;27.36;21.64;0.48;0.0
20180802:0810;;367.0;170.0;0.0;36.59;23.88;0.48;0.0
20180802:0910;;521.0;160.0;0.0;45.09;25.99;1.03;0.0
20180802:1010;;604.01;168.0;0.0;52.02;27.82;1.72;0.0
20180802:1110;;401.0;317.0;0.0;56.17;29.11;1.72;0.0
20180802:1210;;261.0;380.0;0.0;56.38;30.09;1.45;0.0
20180802:1310;;458.0;261.0;0.0;52.59;30.75;1.31;0.0
20180802:1410;;483.0;191.0;0.0;45.88;31.24;1.31;0.0
20180802:1510;;358.0;185.0;0.0;37.5;31.46;1.52;0.0
20180802:1610;;256.0;149.0;0.0;28.32;31.46;1.72;0.0
20180802:1710;;126.0;118.0;0.0;18.89;31.13;2.0;0.0
20180802:1810;;21.0;66.0;0.0;9.64;30.46;2.07;0.0
20180802:1910;;0.0;0.0;0.0;0.0;28.61;2.76;0.0
20180802:2010;;0.0;0.0;0.0;0.0;26.96;3.38;0.0
20180802:2110;;0.0;0.0;0.0;0.0;25.49;3.45;0.0
20180802:2210;;0.0;0.0;0.0;0.0;24.24;3.1;0.0
20180802:2310;;0.0;0.0;0.0;0.0;23.15;2.62;0.0
20180803:0010;;0.0;0.0;0.0;0.0;22.21;2.07;0.0
20180803:0110;;0.0;0.0;0.0;0.0;21.38;1.72;0.0
20180803:0210;;0.0;0.0;0.0;0.0;20.38;1.52;0.0
20180803:0310;;0.0;0.0;0.0;0.0;19.27;1.52;0.0
20180803:0410;;0.0;0.0;0.0;0.0;18.42;1.59;0.0
20180803:0510;;26.0;56.0;0.0;8.53;18.2;1.45;0.0
20180803:0610;;141.0;98.0;0.0;17.75;20.52;1.31;0.0
20180803:0710;;280.0;123.0;0.0;27.18;22.71;1.38;0.0
20180803:0810;;424.0;135.0;0.0;36.4;25.16;1.45;0.0
20180803:0910;;520.01;159.0;0.0;44.88;27.56;1.72;0.0
20180803:1010;;615.01;161.0;0.0;51.79;29.61;1.93;0.0
20180803:1110;;673.01;157.0;0.0;55.92;31.14;2.0;0.0
20180803:1210;;702.01;140.0;0.0;56.13;32.22;1.72;0.0
20180803:1310;;634.01;154.0;0.0;52.34;32.9;1.31;0.0
20180803:1410;;562.01;141.0;0.0;45.65;33.32;1.17;0.0
20180803:1510;;414.0;151.0;0.0;37.29;33.51;1.38;0.0
20180803:1610;;289.0;129.0;0.0;28.11;33.45;1.79;0.0
20180803:1710;;9.0;122.0;0.0;18.69;33.05;2.28;0.0
20180803:1810;;19.0;65.0;0.0;9.43;32.21;2.55;0.0
20180803:1910;;0.0;0.0;0.0;0.0;30.55;2.9;0.0
20180803:2010;;0.0;0.0;0.0;0.0;29.02;2.76;0.0
20180803:2110;;0.0;0.0;0.0;0.0;27.72;2.69;0.0
20180803:2210;;0.0;0.0;0.0;0.0;26.5;2.48;0.0
20180803:2310;;0.0;0.0;0.0;0.0;25.42;2.34;0.0
20180804:0010;;0.0;0.0;0.0;0.0;24.45;2.14;0.0
20180804:0110;;0.0;0.0;0.0;0.0;23.56;2.07;0.0
20180804:0210;;0.0;0.0;0.0;0.0;22.77;2.0;0.0
20180804:0310;;0.0;0.0;0.0;0.0;22.15;1.93;0.0
20180804:0410;;0.0;0.0;0.0;0.0;21.77;1.86;0.0
20180804:0510;;1.0;41.0;0.0;8.34;21.39;1.66;0.0
20180804:0610;;6.0;108.0;0.0;17.57;22.21;1.52;0.0
20180804:0710;;263.0;131.0;0.0;26.99;23.55;1.66;0.0
20180804:0810;;415.0;139.0;0.0;36.21;25.53;2.0;0.0
20180804:0910;;529.01;152.0;0.0;44.67;27.48;2.62;0.0
20180804:1010;;590.01;175.0;0.0;51.55;29.01;2.83;0.0
20180804:1110;;635.01;180.0;0.0;55.66;30.18;2.55;0.0
20180804:1210;;613.01;195.0;0.0;55.86;31.06;2.55;0.0
20180804:1310;;597.01;176.0;0.0;52.09;31.65;2.9;0.0
20180804:1410;;530.01;160.0;0.0;45.42;31.86;3.03;0.0
20180804:1510;;315.0;206.0;0.0;37.07;31.79;3.24;0.0
20180804:1610;;158.0;194.0;0.0;27.9;31.49;3.72;0.0
20180804:1710;;27.0;136.0;0.0;18.48;30.06;4.76;0.0
20180804:1810;;5.0;54.0;0.0;9.21;27.55;5.24;0.0
20180804:1910;;0.0;0.0;0.0;0.0;25.38;4.48;0.0
20180804:2010;;0.0;0.0;0.0;0.0;23.98;3.86;0.0
20180804:2110;;0.0;0.0;0.0;0.0;22.83;3.52;0.0
20180804:2210;;0.0;0.0;0.0;0.0;21.74;3.17;0.0
20180804:2310;;0.0;0.0;0.0;0.0;20.67;2.9;0.0
20180805:0010;;0.0;0.0;0.0;0.0;19.65;2.9;0.0
20180805:0110;;0.0;0.0;0.0;0.0;18.82;2.76;0.0
20180805:0210;;0.0;0.0;0.0;0.0;18.47;2.83;0.0
20180805:0310;;0.0;0.0;0.0;0.0;18.59;3.1;0.0
20180805:0410;;0.0;0.0;0.0;0.0;18.52;2.76;0.0
20180805:0510;;0.0;22.0;0.0;8.14;18.54;2.69;0.0
20180805:0610;;7.0;110.0;0.0;17.38;18.72;2.69;0.0
20180805:0710;;5.0;162.0;0.0;26.81;20.13;3.31;0.0
20180805:0810;;120.0;276.0;0.0;36.01;21.16;3.31;0.0
20180805:0910;;237.0;308.0;0.0;44.46;22.11;3.38;0.0
20180805:1010;;408.0;282.0;0.0;51.32;23.2;3.24;0.0
20180805:1110;;662.01;164.0;0.0;55.4;24.06;2.97;0.0
20180805:1210;;716.01;131.0;0.0;55.6;25.19;2.9;0.0
20180805:1310;;659.01;137.0;0.0;51.84;26.18;2.97;0.0
20180805:1410;;584.01;126.0;0.0;45.19;26.89;3.03;0.0
20180805:1510;;463.0;119.0;0.0;36.85;27.23;2.97;0.0
20180805:1610;;328.0;103.0;0.0;27.68;27.22;3.1;0.0
20180805:1710;;170.0;91.0;0.0;18.26;26.87;3.24;0.0
20180805:1810;;32.0;60.0;0.0;8.99;26.21;3.1;0.0
20180805:1910;;0.0;0.0;0.0;0.0;25.37;2.28;0.0
20180805:2010;;0.0;0.0;0.0;0.0;24.05;2.14;0.0
20180805:2110;;0.0;0.0;0.0;0.0;22.9;2.34;0.0
20180805:2210;;0.0;0.0;0.0;0.0;21.89;2.34;0.0
20180805:2310;;0.0;0.0;0.0;0.0;20.99;2.34;0.0
20180806:0010;;0.0;0.0;0.0;0.0;20.2;2.34;0.0
20180806:0110;;0.0;0.0;0.0;0.0;19.51;2.34;0.0
20180806:0210;;0.0;0.0;0.0;0.0;18.88;2.28;0.0
20180806:0310;;0.0;0.0;0.0;0.0;18.28;2.21;0.0
20180806:0410;;0.0;0.0;0.0;0.0;17.78;2.07;0.0
20180806:0510;;42.0;47.0;0.0;7.95;17.58;1.93;0.0
20180806:0610;;165.0;81.0;0.0;17.19;19.24;1.52;0.0
20180806:0710;;301.0;108.0;0.0;26.62;22.26;1.93;0.0
20180806:0810;;466.0;107.0;0.0;35.82;24.79;1.59;0.0
20180806:0910;;563.01;132.0;0.0;44.25;27.06;1.1;0.0
20180806:1010;;630.01;152.0;0.0;51.08;28.8;0.76;0.0
20180806:1110;;690.01;147.0;0.0;55.14;30.02;0.9;0.0
20180806:1210;;705.01;139.0;0.0;55.32;31.0;1.1;0.0
20180806:1310;;649.01;144.0;0.0;51.58;31.76;1.31;0.0
20180806:1410;;585.01;126.0;0.0;44.94;32.23;1.38;0.0
20180806:1510;;447.0;129.0;0.0;36.62;32.43;1.45;0.0
20180806:1610;;311.0;113.0;0.0;27.46;32.33;1.45;0.0
20180806:1710;;157.0;97.0;0.0;18.04;31.98;1.45;0.0
20180806:1810;;25.0;60.0;0.0;8.76;31.25;1.38;0.0
20180806:1910;;0.0;0.0;0.0;0.0;30.01;1.1;0.0
20180806:2010;;0.0;0.0;0.0;0.0;28.0;1.17;0.0
20180806:2110;;0.0;0.0;0.0;0.0;26.7;1.1;0.0
20180806:2210;;0.0;0.0;0.0;0.0;25.79;0.97;0.0
20180806:2310;;0.0;0.0;0.0;0.0;24.3;0.97;0.0
20180807:0010;;0.0;0.0;0.0;0.0;22.45;1.03;0.0
20180807:0110;;0.0;0.0;0.0;0.0;21.3;1.1;0.0
20180807:0210;;0.0;0.0;0.0;0.0;20.26;1.24;0.0
20180807:0310;;0.0;0.0;0.0;0.0;19.25;1.52;0.0
20180807:0410;;0.0;0.0;0.0;0.0;18.33;1.72;0.0
20180807:0510;;31.0;49.0;0.0;7.75;18.08;1.79;0.0
20180807:0610;;154.0;86.0;0.0;17.0;20.46;1.31;0.0
20180807:0710;;294.0;111.0;0.0;26.42;24.73;1.24;0.0
20180807:0810;;432.0;127.0;0.0;35.62;27.38;1.38;0.0
20180807:0910;;532.01;150.0;0.0;44.03;29.58;1.38;0.0
20180807:1010;;653.01;136.0;0.0;50.84;31.26;0.97;0.0
20180807:1110;;676.01;155.0;0.0;54.87;32.61;1.24;0.0
20180807:1210;;692.01;146.0;0.0;55.05;33.76;2.34;0.0
20180807:1310;;624.01;160.0;0.0;51.31;34.42;2.76;0.0
20180807:1410;;532.01;158.0;0.0;44.69;34.83;2.69;0.0
20180807:1510;;389.0;163.0;0.0;36.38;34.96;2.76;0.0
20180807:1610;;237.0;153.0;0.0;27.23;34.86;2.97;0.0
20180807:1710;;111.0;117.0;0.0;17.81;34.46;3.1;0.0
20180807:1810;;6.0;53.0;0.0;8.53;33.49;2.41;0.0
20180807:1910;;0.0;0.0;0.0;0.0;30.3;0.62;0.0
20180807:2010;;0.0;0.0;0.0;0.0;28.5;1.93;0.0
20180807:2110;;0.0;0.0;0.0;0.0;26.97;2.69;0.0
20180807:2210;;0.0;0.0;0.0;0.0;26.4;2.76;0.0
20180807:2310;;0.0;0.0;0.0;0.0;26.18;3.03;0.0
20180808:0010;;0.0;0.0;0.0;0.0;26.16;3.79;0.0
20180808:0110;;0.0;0.0;0.0;0.0;26.35;4.0;0.0
20180808:0210;;0.0;0.0;0.0;0.0;26.38;4.14;0.0
20180808:0310;;0.0;0.0;0.0;0.0;25.8;4.14;0.0
20180808:0410;;0.0;0.0;0.0;0.0;24.71;4.14;0.0
20180808:0510;;1.0;34.0;0.0;7.55;23.75;4.48;0.0
20180808:0610;;88.0;112.0;0.0;16.81;23.49;5.45;0.0
20180808:0710;;165.0;172.0;0.0;26.23;20.69;4.41;0.0
20180808:0810;;213.0;238.0;0.0;35.41;21.01;4.69;0.0
20180808:0910;;26.0;304.0;0.0;43.81;21.8;4.41;0.0
20180808:1010;;81.0;375.0;0.0;50.59;23.2;4.41;0.0
20180808:1110;;0.0;234.0;0.0;54.6;24.84;4.69;0.0
20180808:1210;;77.0;397.0;0.0;54.76;25.71;4.76;0.0
20180808:1310;;146.0;378.0;0.0;51.04;26.37;4.97;0.0
20180808:1410;;272.0;292.0;0.0;44.44;26.63;4.76;0.0
20180808:1510;;180.0;260.0;0.0;36.14;26.39;4.34;0.0
20180808:1610;;274.0;126.0;0.0;27.0;26.13;3.86;0.0
20180808:1710;;82.0;123.0;0.0;17.58;25.71;3.31;0.0
20180808:1810;;15.0;56.0;0.0;8.3;24.9;2.76;0.0
20180808:1910;;0.0;0.0;0.0;0.0;22.33;2.21;0.0
20180808:2010;;0.0;0.0;0.0;0.0;21.84;1.17;0.0
20180808:2110;;0.0;0.0;0.0;0.0;21.29;0.41;0.0
20180808:2210;;0.0;0.0;0.0;0.0;20.12;0.83;0.0
20180808:2310;;0.0;0.0;0.0;0.0;18.32;1.66;0.0
20180809:0010;;0.0;0.0;0.0;0.0;17.75;1.93;0.0
20180809:0110;;0.0;0.0;0.0;0.0;17.59;2.21;0.0
20180809:0210;;0.0;0.0;0.0;0.0;17.69;2.41;0.0
20180809:0310;;0.0;0.0;0.0;0.0;18.15;2.48;0.0
20180809:0410;;0.0;0.0;0.0;0.0;18.49;2.55;0.0
20180809:0510;;1.0;35.0;0.0;7.35;18.77;2.69;0.0
20180809:0610;;0.0;69.0;0.0;16.61;18.94;2.76;0.0
20180809:0710;;0.0;60.0;0.0;26.04;20.09;3.31;0.0
20180809:0810;;0.0;65.0;0.0;35.21;20.93;3.86;0.0
20180809:0910;;492.01;153.0;0.0;43.59;22.49;4.14;0.0
20180809:1010;;0.0;234.0;0.0;50.34;23.4;3.86;0.0
20180809:1110;;0.0;181.0;0.0;54.32;23.9;3.17;0.0
20180809:1210;;0.0;87.0;0.0;54.48;23.82;2.83;0.0
20180809:1310;;103.0;372.0;0.0;50.76;22.14;4.48;0.0
20180809:1410;;158.0;323.0;0.0;44.18;22.69;5.38;0.0
20180809:1510;;9.0;226.0;0.0;35.9;23.86;6.21;0.0
20180809:1610;;0.0;47.0;0.0;26.76;21.98;6.0;0.0
20180809:1710;;0.0;43.0;0.0;17.35;21.56;6.07;0.0
20180809:1810;;8.0;50.0;0.0;8.06;20.28;7.66;0.0
20180809:1910;;0.0;0.0;0.0;0.0;18.37;6.97;0.0
20180809:2010;;0.0;0.0;0.0;0.0;16.98;6.9;0.0
20180809:2110;;0.0;0.0;0.0;0.0;16.3;6.76;0.0
20180809:2210;;0.0;0.0;0.0;0.0;15.96;6.21;0.0
20180809:2310;;0.0;0.0;0.0;0.0;15.52;5.24;0.0
20180810:0010;;0.0;0.0;0.0;0.0;15.09;4.69;0.0
20180810:0110;;0.0;0.0;0.0;0.0;14.47;4.14;0.0
20180810:0210;;0.0;0.0;0.0;0.0;14.24;3.59;0.0
20180810:0310;;0.0;0.0;0.0;0.0;13.89;3.38;0.0
20180810:0410;;0.0;0.0;0.0;0.0;13.78;3.45;0.0
20180810:0510;;28.0;45.0;0.0;7.15;13.87;3.66;0.0
20180810:0610;;155.0;80.0;0.0;16.42;14.7;3.79;0.0
20180810:0710;;306.0;99.0;0.0;25.84;15.82;5.66;0.0
20180810:0810;;267.0;217.0;0.0;35.0;17.04;5.38;0.0
20180810:0910;;343.0;256.0;0.0;43.36;18.08;5.38;0.0
20180810:1010;;80.0;378.0;0.0;50.09;19.04;5.66;0.0
20180810:1110;;4.0;300.0;0.0;54.04;19.67;5.72;0.0
20180810:1210;;109.0;406.0;0.0;54.19;20.27;5.79;0.0
20180810:1310;;344.0;315.0;0.0;50.48;20.62;5.45;0.0
20180810:1410;;229.0;313.0;0.0;43.92;21.17;5.31;0.0
20180810:1510;;154.0;270.0;0.0;35.65;21.42;5.59;0.0
20180810:1610;;348.0;82.0;0.0;26.52;21.24;5.03;0.0
20180810:1710;;161.0;86.0;0.0;17.1;20.79;4.21;0.0
20180810:1810;;24.0;53.0;0.0;7.81;20.32;3.66;0.0
20180810:1910;;0.0;0.0;0.0;0.0;19.61;4.0;0.0
20180810:2010;;0.0;0.0;0.0;0.0;18.93;3.93;0.0
20180810:2110;;0.0;0.0;0.0;0.0;18.13;3.59;0.0
20180810:2210;;0.0;0.0;0.0;0.0;17.42;3.38;0.0
20180810:2310;;0.0;0.0;0.0;0.0;16.18;3.59;0.0
20180811:0010;;0.0;0.0;0.0;0.0;14.6;3.59;0.0
20180811:0110;;0.0;0.0;0.0;0.0;13.97;3.66;0.0
20180811:0210;;0.0;0.0;0.0;0.0;13.99;3.66;0.0
20180811:0310;;0.0;0.0;0.0;0.0;13.93;3.31;0.0
