time;;Gb(i);Gd(i);Gr(i);H_sun;T2m;WS10m;Int
20181007:2310;;0.0;0.0;0.0;0.0;7.95;1.17;0.0
20181008:0010;;0.0;0.0;0.0;0.0;9.04;0.69;0.0
20181008:0110;;0.0;0.0;0.0;0.0;8.67;0.62;0.0
20181008:0210;;0.0;0.0;0.0;0.0;8.1;0.69;0.0
20181008:0310;;0.0;0.0;0.0;0.0;6.37;1.1;0.0
20181008:0410;;0.0;0.0;0.0;0.0;6.78;0.9;0.0
20181008:0510;;0.0;0.0;0.0;0.0;7.19;0.48;0.0
20181008:0610;;1.0;12.8;0.0;2.69;5.83;1.1;0.0
20181008:0710;;54.0;81.0;0.0;11.62;5.19;1.17;0.0
20181008:0810;;157.0;121.0;0.0;19.69;9.25;0.62;0.0
20181008:0910;;286.01;126.0;0.0;26.36;11.68;0.34;0.0
20181008:1010;;334.01;151.0;0.0;31.03;13.33;0.55;0.0
20181008:1110;;250.01;218.0;0.0;33.13;14.44;0.69;0.0
20181008:1210;;265.01;203.0;0.0;32.34;15.31;0.97;0.0
20181008:1310;;335.01;126.0;0.0;28.79;15.86;1.17;0.0
20181008:1410;;240.01;115.0;0.0;22.95;16.09;1.17;0.0
20181008:1510;;115.0;97.0;0.0;15.45;15.99;1.03;0.0
20181008:1610;;31.0;46.0;0.0;6.86;15.44;0.76;0.0
20181008:1710;;0.0;0.0;0.0;0.0;14.03;0.83;0.0
20181008:1810;;0.0;0.0;0.0;0.0;12.61;1.03;0.0
20181008:1910;;0.0;0.0;0.0;0.0;11.81;1.03;0.0
20181008:2010;;0.0;0.0;0.0;0.0;11.38;0.9;0.0
20181008:2110;;0.0;0.0;0.0;0.0;11.14;0.55;0.0
20181008:2210;;0.0;0.0;0.0;0.0;10.78;0.69;0.0
20181008:2310;;0.0;0.0;0.0;0.0;8.95;1.24;0.0
20181009:0010;;0.0;0.0;0.0;0.0;6.91;2.0;0.0
20181009:0110;;0.0;0.0;0.0;0.0;6.31;1.86;0.0
20181009:0210;;0.0;0.0;0.0;0.0;6.24;1.93;0.0
20181009:0310;;0.0;0.0;0.0;0.0;6.3;1.93;0.0
20181009:0410;;0.0;0.0;0.0;0.0;6.36;1.93;0.0
20181009:0510;;0.0;0.0;0.0;0.0;6.41;1.86;0.0
20181009:0610;;3.0;11.38;0.0;2.43;6.54;1.45;0.0
20181009:0710;;87.0;65.0;0.0;11.35;7.11;1.38;0.0
20181009:0810;;123.0;135.0;0.0;19.39;10.6;0.9;0.0
20181009:0910;;291.01;121.0;0.0;26.03;13.45;0.97;0.0
20181009:1010;;240.01;200.0;0.0;30.67;15.54;0.83;0.0
20181009:1110;;321.01;179.0;0.0;32.75;17.28;1.03;0.0
20181009:1210;;270.01;198.0;0.0;31.95;18.68;1.52;0.0
20181009:1310;;205.01;194.0;0.0;28.4;19.77;1.66;0.0
20181009:1410;;253.01;104.0;0.0;22.58;20.41;1.24;0.0
20181009:1510;;125.0;90.0;0.0;15.1;20.53;0.41;0.0
20181009:1610;;7.0;44.0;0.0;6.52;19.87;1.31;0.0
20181009:1710;;0.0;0.0;0.0;0.0;17.81;2.21;0.0
20181009:1810;;0.0;0.0;0.0;0.0;15.96;2.28;0.0
20181009:1910;;0.0;0.0;0.0;0.0;14.55;2.28;0.0
20181009:2010;;0.0;0.0;0.0;0.0;13.67;2.28;0.0
20181009:2110;;0.0;0.0;0.0;0.0;13.09;2.34;0.0
20181009:2210;;0.0;0.0;0.0;0.0;12.7;2.41;0.0
20181009:2310;;0.0;0.0;0.0;0.0;12.39;2.34;0.0
20181010:0010;;0.0;0.0;0.0;0.0;11.97;2.28;0.0
20181010:0110;;0.0;0.0;0.0;0.0;11.51;2.21;0.0
20181010:0210;;0.0;0.0;0.0;0.0;11.07;2.14;0.0
20181010:0310;;0.0;0.0;0.0;0.0;10.7;2.14;0.0
20181010:0410;;0.0;0.0;0.0;0.0;10.43;2.14;0.0
20181010:0510;;0.0;0.0;0.0;0.0;10.25;2.21;0.0
20181010:0610;;0.0;0.0;0.0;0.0;10.2;2.21;0.0
20181010:0710;;78.0;66.0;0.0;11.08;11.1;2.07;0.0
20181010:0810;;182.01;102.0;0.0;19.09;13.71;1.93;0.0
20181010:0910;;306.01;107.0;0.0;25.71;16.45;2.62;0.0
20181010:1010;;385.01;113.0;0.0;30.32;18.55;3.24;0.0
20181010:1110;;379.01;140.0;0.0;32.37;20.17;3.59;0.0
20181010:1210;;376.01;133.0;0.0;31.57;21.3;3.79;0.0
20181010:1310;;344.01;112.0;0.0;28.02;21.97;3.93;0.0
20181010:1410;;249.01;102.0;0.0;22.21;22.23;3.86;0.0
20181010:1510;;136.0;79.0;0.0;14.74;21.95;3.17;0.0
20181010:1610;;26.0;40.0;0.0;6.17;20.76;2.97;0.0
20181010:1710;;0.0;0.0;0.0;0.0;18.85;3.03;0.0
20181010:1810;;0.0;0.0;0.0;0.0;17.61;3.1;0.0
20181010:1910;;0.0;0.0;0.0;0.0;17.38;3.45;0.0
20181010:2010;;0.0;0.0;0.0;0.0;16.75;3.38;0.0
20181010:2110;;0.0;0.0;0.0;0.0;16.19;3.31;0.0
20181010:2210;;0.0;0.0;0.0;0.0;15.73;3.17;0.0
20181010:2310;;0.0;0.0;0.0;0.0;15.34;3.03;0.0
20181011:0010;;0.0;0.0;0.0;0.0;14.95;2.9;0.0
20181011:0110;;0.0;0.0;0.0;0.0;14.58;2.69;0.0
20181011:0210;;0.0;0.0;0.0;0.0;14.13;2.34;0.0
20181011:0310;;0.0;0.0;0.0;0.0;13.52;1.86;0.0
20181011:0410;;0.0;0.0;0.0;0.0;12.99;1.86;0.0
20181011:0510;;0.0;0.0;0.0;0.0;12.73;2.28;0.0
20181011:0610;;0.0;0.0;0.0;0.0;12.98;2.55;0.0
20181011:0710;;1.0;51.0;0.0;10.8;15.37;2.69;0.0
20181011:0810;;0.0;88.0;0.0;18.8;17.13;2.62;0.0
20181011:0910;;2.0;146.0;0.0;25.38;17.91;2.55;0.0
20181011:1010;;68.0;239.0;0.0;29.97;18.54;2.41;0.0
20181011:1110;;191.01;227.0;0.0;32.0;20.6;3.17;0.0
20181011:1210;;340.01;142.0;0.0;31.18;21.98;3.52;0.0
20181011:1310;;272.01;143.0;0.0;27.64;22.92;3.93;0.0
20181011:1410;;235.01;99.0;0.0;21.85;23.22;4.41;0.0
20181011:1510;;124.0;78.0;0.0;14.39;23.02;3.79;0.0
20181011:1610;;19.0;39.0;0.0;5.83;22.04;3.17;0.0
20181011:1710;;0.0;0.0;0.0;0.0;20.23;3.03;0.0
20181011:1810;;0.0;0.0;0.0;0.0;18.98;3.31;0.0
20181011:1910;;0.0;0.0;0.0;0.0;19.23;3.79;0.0
20181011:2010;;0.0;0.0;0.0;0.0;19.13;4.41;0.0
20181011:2110;;0.0;0.0;0.0;0.0;19.03;4.83;0.0
20181011:2210;;0.0;0.0;0.0;0.0;18.91;4.9;0.0
20181011:2310;;0.0;0.0;0.0;0.0;18.73;4.83;0.0
20181012:0010;;0.0;0.0;0.0;0.0;18.64;4.48;0.0
20181012:0110;;0.0;0.0;0.0;0.0;18.28;4.21;0.0
20181012:0210;;0.0;0.0;0.0;0.0;17.88;4.0;0.0
20181012:0310;;0.0;0.0;0.0;0.0;17.29;3.66;0.0
20181012:0410;;0.0;0.0;0.0;0.0;16.73;3.45;0.0
20181012:0510;;0.0;0.0;0.0;0.0;16.23;3.52;0.0
20181012:0610;;0.0;0.0;0.0;0.0;15.78;3.38;0.0
20181012:0710;;33.0;74.0;0.0;10.53;16.17;3.45;0.0
20181012:0810;;168.01;96.0;0.0;18.5;17.86;3.31;0.0
20181012:0910;;188.01;157.0;0.0;25.06;19.65;4.0;0.0
20181012:1010;;119.0;228.0;0.0;29.61;21.24;4.14;0.0
20181012:1110;;144.0;240.0;0.0;31.62;22.43;4.41;0.0
20181012:1210;;309.01;154.0;0.0;30.8;23.25;5.03;0.0
20181012:1310;;307.01;116.0;0.0;27.27;23.7;5.1;0.0
20181012:1410;;150.0;139.0;0.0;21.48;23.9;5.31;0.0
20181012:1510;;142.01;63.0;0.0;14.04;23.66;4.21;0.0
20181012:1610;;9.0;33.54;0.0;5.5;23.14;3.79;0.0
20181012:1710;;0.0;0.0;0.0;0.0;22.13;3.66;0.0
20181012:1810;;0.0;0.0;0.0;0.0;21.53;3.86;0.0
20181012:1910;;0.0;0.0;0.0;0.0;20.71;3.66;0.0
20181012:2010;;0.0;0.0;0.0;0.0;20.37;3.86;0.0
20181012:2110;;0.0;0.0;0.0;0.0;20.12;4.0;0.0
20181012:2210;;0.0;0.0;0.0;0.0;19.87;4.07;0.0
20181012:2310;;0.0;0.0;0.0;0.0;19.51;4.0;0.0
20181013:0010;;0.0;0.0;0.0;0.0;19.17;3.86;0.0
20181013:0110;;0.0;0.0;0.0;0.0;18.78;3.72;0.0
20181013:0210;;0.0;0.0;0.0;0.0;18.4;3.66;0.0
20181013:0310;;0.0;0.0;0.0;0.0;18.08;3.59;0.0
20181013:0410;;0.0;0.0;0.0;0.0;17.72;3.38;0.0
20181013:0510;;0.0;0.0;0.0;0.0;17.37;3.31;0.0
20181013:0610;;0.0;0.0;0.0;0.0;17.1;3.38;0.0
20181013:0710;;50.0;68.0;0.0;10.25;17.96;3.38;0.0
20181013:0810;;143.0;108.0;0.0;18.2;19.39;2.9;0.0
20181013:0910;;259.01;118.0;0.0;24.73;21.19;3.66;0.0
20181013:1010;;329.01;128.0;0.0;29.26;22.79;4.07;0.0
20181013:1110;;314.01;160.0;0.0;31.25;24.04;4.41;0.0
20181013:1210;;327.01;143.0;0.0;30.42;24.83;4.69;0.0
20181013:1310;;320.01;108.0;0.0;26.89;25.16;4.76;0.0
20181013:1410;;200.01;112.0;0.0;21.12;25.17;4.48;0.0
20181013:1510;;103.0;82.0;0.0;13.7;24.7;3.72;0.0
20181013:1610;;18.0;28.2;0.0;5.16;23.54;3.52;0.0
20181013:1710;;0.0;0.0;0.0;0.0;22.02;3.45;0.0
20181013:1810;;0.0;0.0;0.0;0.0;20.93;3.45;0.0
20181013:1910;;0.0;0.0;0.0;0.0;20.48;3.86;0.0
20181013:2010;;0.0;0.0;0.0;0.0;20.07;3.72;0.0
20181013:2110;;0.0;0.0;0.0;0.0;19.64;3.66;0.0
20181013:2210;;0.0;0.0;0.0;0.0;19.2;3.45;0.0
20181013:2310;;0.0;0.0;0.0;0.0;18.69;3.31;0.0
20181014:0010;;0.0;0.0;0.0;0.0;18.22;3.17;0.0
20181014:0110;;0.0;0.0;0.0;0.0;17.8;3.17;0.0
20181014:0210;;0.0;0.0;0.0;0.0;17.5;3.24;0.0
20181014:0310;;0.0;0.0;0.0;0.0;17.2;3.24;0.0
20181014:0410;;0.0;0.0;0.0;0.0;16.87;3.45;0.0
20181014:0510;;0.0;0.0;0.0;0.0;16.58;3.59;0.0
20181014:0610;;0.0;0.0;0.0;0.0;16.33;3.72;0.0
20181014:0710;;57.0;63.0;0.0;9.97;16.82;4.28;0.0
20181014:0810;;166.01;94.0;0.0;17.9;18.12;3.79;0.0
20181014:0910;;271.01;108.0;0.0;24.4;19.73;4.76;0.0
20181014:1010;;338.01;120.0;0.0;28.91;21.25;5.45;0.0
20181014:1110;;311.01;158.0;0.0;30.88;22.51;6.14;0.0
20181014:1210;;349.01;127.0;0.0;30.04;23.51;6.48;0.0
20181014:1310;;304.01;114.0;0.0;26.52;24.17;6.55;0.0
20181014:1410;;215.01;100.0;0.0;20.76;24.4;6.0;0.0
20181014:1510;;120.0;70.0;0.0;13.35;23.96;4.83;0.0
20181014:1610;;3.0;27.27;0.0;4.83;22.99;4.14;0.0
20181014:1710;;0.0;0.0;0.0;0.0;21.81;3.79;0.0
20181014:1810;;0.0;0.0;0.0;0.0;21.11;3.79;0.0
20181014:1910;;0.0;0.0;0.0;0.0;20.18;3.52;0.0
20181014:2010;;0.0;0.0;0.0;0.0;19.73;3.72;0.0
20181014:2110;;0.0;0.0;0.0;0.0;19.39;3.93;0.0
20181014:2210;;0.0;0.0;0.0;0.0;19.25;4.14;0.0
20181014:2310;;0.0;0.0;0.0;0.0;19.38;4.21;0.0
20181015:0010;;0.0;0.0;0.0;0.0;19.19;4.07;0.0
20181015:0110;;0.0;0.0;0.0;0.0;19.03;3.72;0.0
20181015:0210;;0.0;0.0;0.0;0.0;18.78;3.31;0.0
20181015:0310;;0.0;0.0;0.0;0.0;17.82;3.1;0.0
20181015:0410;;0.0;0.0;0.0;0.0;17.18;3.1;0.0
20181015:0510;;0.0;0.0;0.0;0.0;16.74;3.17;0.0
20181015:0610;;0.0;0.0;0.0;0.0;16.44;3.17;0.0
20181015:0710;;6.0;62.0;0.0;9.7;17.0;3.17;0.0
20181015:0810;;79.0;130.0;0.0;17.6;17.92;2.76;0.0
20181015:0910;;166.01;161.0;0.0;24.08;19.49;2.62;0.0
20181015:1010;;267.01;158.0;0.0;28.56;20.61;2.48;0.0
20181015:1110;;285.01;170.0;0.0;30.51;21.69;2.69;0.0
20181015:1210;;209.01;200.0;0.0;29.67;22.16;2.76;0.0
20181015:1310;;220.01;158.0;0.0;26.15;22.45;2.62;0.0
20181015:1410;;148.0;133.0;0.0;20.41;22.54;2.28;0.0
20181015:1510;;97.0;78.0;0.0;13.01;22.34;1.59;0.0
20181015:1610;;12.0;25.78;0.0;4.5;21.45;1.59;0.0
20181015:1710;;0.0;0.0;0.0;0.0;19.91;2.0;0.0
20181015:1810;;0.0;0.0;0.0;0.0;18.39;2.07;0.0
20181015:1910;;0.0;0.0;0.0;0.0;17.71;2.14;0.0
20181015:2010;;0.0;0.0;0.0;0.0;16.44;2.07;0.0
20181015:2110;;0.0;0.0;0.0;0.0;15.73;2.14;0.0
20181015:2210;;0.0;0.0;0.0;0.0;14.85;2.14;0.0
20181015:2310;;0.0;0.0;0.0;0.0;14.1;2.07;0.0
20181016:0010;;0.0;0.0;0.0;0.0;13.48;2.0;0.0
20181016:0110;;0.0;0.0;0.0;0.0;13.01;1.93;0.0
20181016:0210;;0.0;0.0;0.0;0.0;12.65;1.93;0.0
20181016:0310;;0.0;0.0;0.0;0.0;12.39;1.93;0.0
20181016:0410;;0.0;0.0;0.0;0.0;12.1;1.86;0.0
20181016:0510;;0.0;0.0;0.0;0.0;11.86;1.86;0.0
20181016:0610;;0.0;0.0;0.0;0.0;11.49;1.79;0.0
20181016:0710;;37.0;65.0;0.0;9.42;11.77;1.59;0.0
20181016:0810;;155.01;94.0;0.0;17.3;14.88;1.1;0.0
20181016:0910;;250.01;115.0;0.0;23.75;18.66;1.03;0.0
20181016:1010;;254.01;163.0;0.0;28.21;21.26;1.31;0.0
20181016:1110;;282.01;169.0;0.0;30.14;23.01;1.59;0.0
20181016:1210;;91.0;237.0;0.0;29.29;24.0;1.86;0.0
20181016:1310;;58.0;208.0;0.0;25.78;24.42;1.86;0.0
20181016:1410;;38.0;159.0;0.0;20.06;24.43;1.79;0.0
20181016:1510;;76.0;84.0;0.0;12.67;23.88;1.31;0.0
20181016:1610;;12.0;22.89;0.0;4.18;22.57;1.86;0.0
20181016:1710;;0.0;0.0;0.0;0.0;20.42;2.41;0.0
20181016:1810;;0.0;0.0;0.0;0.0;18.43;2.41;0.0
20181016:1910;;0.0;0.0;0.0;0.0;17.4;2.41;0.0
20181016:2010;;0.0;0.0;0.0;0.0;16.46;2.55;0.0
20181016:2110;;0.0;0.0;0.0;0.0;15.8;2.62;0.0
20181016:2210;;0.0;0.0;0.0;0.0;15.44;2.69;0.0
20181016:2310;;0.0;0.0;0.0;0.0;15.11;2.62;0.0
20181017:0010;;0.0;0.0;0.0;0.0;14.72;2.62;0.0
20181017:0110;;0.0;0.0;0.0;0.0;14.4;2.41;0.0
20181017:0210;;0.0;0.0;0.0;0.0;13.99;2.14;0.0
20181017:0310;;0.0;0.0;0.0;0.0;13.32;1.86;0.0
20181017:0410;;0.0;0.0;0.0;0.0;12.54;1.72;0.0
20181017:0510;;0.0;0.0;0.0;0.0;11.85;1.52;0.0
20181017:0610;;0.0;0.0;0.0;0.0;11.24;1.45;0.0
20181017:0710;;55.0;56.0;0.0;9.15;11.34;1.52;0.0
20181017:0810;;155.01;91.0;0.0;17.01;13.93;0.97;0.0
20181017:0910;;222.01;126.0;0.0;23.43;16.1;1.03;0.0
20181017:1010;;294.01;136.0;0.0;27.86;17.76;1.03;0.0
20181017:1110;;299.01;154.0;0.0;29.77;19.04;0.97;0.0
20181017:1210;;322.01;132.0;0.0;28.92;20.0;0.97;0.0
20181017:1310;;278.01;118.0;0.0;25.42;20.59;1.1;0.0
20181017:1410;;186.01;105.0;0.0;19.71;20.77;1.31;0.0
20181017:1510;;96.0;71.0;0.0;12.34;20.51;1.66;0.0
20181017:1610;;6.0;22.44;0.0;3.85;19.5;1.72;0.0
20181017:1710;;0.0;0.0;0.0;0.0;17.83;2.21;0.0
20181017:1810;;0.0;0.0;0.0;0.0;16.61;2.34;0.0
20181017:1910;;0.0;0.0;0.0;0.0;15.87;2.34;0.0
20181017:2010;;0.0;0.0;0.0;0.0;15.02;2.28;0.0
20181017:2110;;0.0;0.0;0.0;0.0;14.28;2.21;0.0
20181017:2210;;0.0;0.0;0.0;0.0;13.75;2.07;0.0
20181017:2310;;0.0;0.0;0.0;0.0;13.2;2.07;0.0
20181018:0010;;0.0;0.0;0.0;0.0;12.81;2.07;0.0
20181018:0110;;0.0;0.0;0.0;0.0;12.52;2.14;0.0
20181018:0210;;0.0;0.0;0.0;0.0;12.45;2.14;0.0
20181018:0310;;0.0;0.0;0.0;0.0;12.42;2.14;0.0
20181018:0410;;0.0;0.0;0.0;0.0;12.46;2.0;0.0
20181018:0510;;0.0;0.0;0.0;0.0;12.45;1.93;0.0
20181018:0610;;0.0;0.0;0.0;0.0;12.31;1.79;0.0
20181018:0710;;11.0;61.0;0.0;8.87;12.24;2.21;0.0
20181018:0810;;17.0;122.0;0.0;16.71;12.84;3.1;0.0
20181018:0910;;1.0;123.0;0.0;23.11;13.55;3.24;0.0
20181018:1010;;8.0;184.0;0.0;27.51;14.52;3.45;0.0
20181018:1110;;140.0;226.0;0.0;29.41;15.35;3.66;0.0
20181018:1210;;20.0;212.0;0.0;28.55;15.8;3.59;0.0
20181018:1310;;111.0;194.0;0.0;25.06;16.02;3.52;0.0
20181018:1410;;22.0;146.0;0.0;19.36;16.02;3.45;0.0
20181018:1510;;33.0;90.0;0.0;12.01;15.95;3.31;0.0
20181018:1610;;4.0;19.06;0.0;3.54;15.53;2.69;0.0
20181018:1710;;0.0;0.0;0.0;0.0;14.71;2.41;0.0
20181018:1810;;0.0;0.0;0.0;0.0;13.85;2.41;0.0
20181018:1910;;0.0;0.0;0.0;0.0;13.41;2.9;0.0
20181018:2010;;0.0;0.0;0.0;0.0;12.99;3.03;0.0
20181018:2110;;0.0;0.0;0.0;0.0;12.73;3.1;0.0
20181018:2210;;0.0;0.0;0.0;0.0;12.59;3.03;0.0
20181018:2310;;0.0;0.0;0.0;0.0;12.27;2.76;0.0
20181019:0010;;0.0;0.0;0.0;0.0;11.98;2.48;0.0
20181019:0110;;0.0;0.0;0.0;0.0;11.59;2.28;0.0
20181019:0210;;0.0;0.0;0.0;0.0;11.49;2.14;0.0
20181019:0310;;0.0;0.0;0.0;0.0;11.41;2.21;0.0
20181019:0410;;0.0;0.0;0.0;0.0;11.45;2.21;0.0
20181019:0510;;0.0;0.0;0.0;0.0;11.38;2.21;0.0
20181019:0610;;0.0;0.0;0.0;0.0;11.44;2.21;0.0
20181019:0710;;32.0;59.0;0.0;8.59;11.43;2.07;0.0
20181019:0810;;1.0;89.0;0.0;16.41;12.07;2.48;0.0
20181019:0910;;2.0;134.0;0.0;22.79;13.12;2.62;0.0
20181019:1010;;263.01;147.0;0.0;27.16;14.34;2.48;0.0
20181019:1110;;340.01;124.0;0.0;29.05;15.29;1.93;0.0
20181019:1210;;315.01;129.0;0.0;28.19;15.88;1.45;0.0
20181019:1310;;224.01;142.0;0.0;24.7;16.3;1.24;0.0
20181019:1410;;97.0;140.0;0.0;19.02;16.32;1.79;0.0
20181019:1510;;27.0;87.0;0.0;11.68;15.94;2.48;0.0
20181019:1610;;3.0;18.26;0.0;3.22;15.28;2.69;0.0
20181019:1710;;0.0;0.0;0.0;0.0;14.36;2.34;0.0
20181019:1810;;0.0;0.0;0.0;0.0;13.77;2.14;0.0
20181019:1910;;0.0;0.0;0.0;0.0;12.87;2.14;0.0
20181019:2010;;0.0;0.0;0.0;0.0;12.56;1.86;0.0
20181019:2110;;0.0;0.0;0.0;0.0;12.28;1.79;0.0
20181019:2210;;0.0;0.0;0.0;0.0;12.14;1.66;0.0
20181019:2310;;0.0;0.0;0.0;0.0;11.89;1.59;0.0
20181020:0010;;0.0;0.0;0.0;0.0;11.42;1.45;0.0
20181020:0110;;0.0;0.0;0.0;0.0;11.05;1.79;0.0
20181020:0210;;0.0;0.0;0.0;0.0;10.59;1.93;0.0
20181020:0310;;0.0;0.0;0.0;0.0;10.15;1.59;0.0
20181020:0410;;0.0;0.0;0.0;0.0;9.5;1.45;0.0
20181020:0510;;0.0;0.0;0.0;0.0;9.06;1.45;0.0
20181020:0610;;0.0;0.0;0.0;0.0;8.22;1.52;0.0
20181020:0710;;20.0;59.0;0.0;8.32;8.01;1.38;0.0
20181020:0810;;46.0;127.0;0.0;16.11;8.92;0.76;0.0
20181020:0910;;120.0;169.0;0.0;22.46;10.62;0.9;0.0
20181020:1010;;214.01;174.0;0.0;26.82;12.16;1.1;0.0
20181020:1110;;248.01;178.0;0.0;28.69;13.17;0.97;0.0
20181020:1210;;234.01;176.0;0.0;27.83;13.9;0.83;0.0
20181020:1310;;127.0;187.0;0.0;24.35;14.39;1.38;0.0
20181020:1410;;59.0;150.0;0.0;18.68;14.51;1.79;0.0
20181020:1510;;63.0;78.0;0.0;11.36;14.23;1.86;0.0
20181020:1610;;3.0;16.27;0.0;2.91;13.49;1.59;0.0
20181020:1710;;0.0;0.0;0.0;0.0;12.14;1.86;0.0
20181020:1810;;0.0;0.0;0.0;0.0;10.97;1.86;0.0
20181020:1910;;0.0;0.0;0.0;0.0;9.69;1.31;0.0
20181020:2010;;0.0;0.0;0.0;0.0;8.35;1.59;0.0
20181020:2110;;0.0;0.0;0.0;0.0;7.41;1.72;0.0
20181020:2210;;0.0;0.0;0.0;0.0;6.99;1.66;0.0
20181020:2310;;0.0;0.0;0.0;0.0;6.72;1.52;0.0
20181021:0010;;0.0;0.0;0.0;0.0;6.42;1.45;0.0
20181021:0110;;0.0;0.0;0.0;0.0;6.65;1.17;0.0
20181021:0210;;0.0;0.0;0.0;0.0;7.06;0.9;0.0
20181021:0310;;0.0;0.0;0.0;0.0;6.38;0.97;0.0
20181021:0410;;0.0;0.0;0.0;0.0;5.29;1.17;0.0
20181021:0510;;0.0;0.0;0.0;0.0;4.73;1.31;0.0
20181021:0610;;0.0;0.0;0.0;0.0;4.42;1.38;0.0
20181021:0710;;42.0;51.0;0.0;8.04;4.63;1.45;0.0
20181021:0810;;146.01;83.0;0.0;15.82;7.72;0.69;0.0
20181021:0910;;243.01;102.0;0.0;22.14;10.59;0.62;0.0
20181021:1010;;297.01;121.0;0.0;26.48;12.83;0.97;0.0
20181021:1110;;344.01;114.0;0.0;28.33;14.36;1.03;0.0
20181021:1210;;331.01;112.0;0.0;27.47;15.45;0.97;0.0
20181021:1310;;267.01;111.0;0.0;24.0;16.1;0.62;0.0
20181021:1410;;175.01;98.0;0.0;18.34;16.32;0.14;0.0
20181021:1510;;102.0;55.0;0.0;11.04;16.17;0.34;0.0
20181021:1610;;1.0;12.79;0.0;2.6;15.41;1.03;0.0
20181021:1710;;0.0;0.0;0.0;0.0;13.46;1.17;0.0
20181021:1810;;0.0;0.0;0.0;0.0;12.78;0.9;0.0
20181021:1910;;0.0;0.0;0.0;0.0;10.92;1.1;0.0
20181021:2010;;0.0;0.0;0.0;0.0;10.36;1.1;0.0
20181021:2110;;0.0;0.0;0.0;0.0;10.41;0.83;0.0
20181021:2210;;0.0;0.0;0.0;0.0;10.31;0.62;0.0
20181021:2310;;0.0;0.0;0.0;0.0;10.0;0.76;0.0
20181022:0010;;0.0;0.0;0.0;0.0;9.28;1.03;0.0
20181022:0110;;0.0;0.0;0.0;0.0;9.0;1.31;0.0
20181022:0210;;0.0;0.0;0.0;0.0;9.11;1.38;0.0
20181022:0310;;0.0;0.0;0.0;0.0;9.08;1.31;0.0
20181022:0410;;0.0;0.0;0.0;0.0;8.72;1.59;0.0
20181022:0510;;0.0;0.0;0.0;0.0;9.43;1.59;0.0
20181022:0610;;0.0;0.0;0.0;0.0;10.36;1.66;0.0
20181022:0710;;0.0;37.0;0.0;7.77;10.55;1.93;0.0
20181022:0810;;0.0;75.0;0.0;15.52;11.28;2.83;0.0
20181022:0910;;0.0;89.0;0.0;21.82;11.73;3.79;0.0
20181022:1010;;10.0;183.0;0.0;26.14;12.05;3.93;0.0
20181022:1110;;3.0;170.0;0.0;27.98;12.67;4.0;0.0
20181022:1210;;0.0;81.0;0.0;27.11;13.28;3.86;0.0
20181022:1310;;153.01;170.0;0.0;23.65;13.55;3.59;0.0
20181022:1410;;153.01;109.0;0.0;18.01;13.5;3.38;0.0
20181022:1510;;49.0;77.0;0.0;10.72;13.18;3.24;0.0
20181022:1610;;0.0;7.0;0.0;2.3;12.63;2.97;0.0
20181022:1710;;0.0;0.0;0.0;0.0;12.01;2.41;0.0
20181022:1810;;0.0;0.0;0.0;0.0;11.44;2.14;0.0
20181022:1910;;0.0;0.0;0.0;0.0;10.63;2.0;0.0
20181022:2010;;0.0;0.0;0.0;0.0;10.17;1.86;0.0
20181022:2110;;0.0;0.0;0.0;0.0;9.78;1.59;0.0
20181022:2210;;0.0;0.0;0.0;0.0;9.11;1.66;0.0
20181022:2310;;0.0;0.0;0.0;0.0;8.43;1.79;0.0
20181023:0010;;0.0;0.0;0.0;0.0;7.72;1.93;0.0
20181023:0110;;0.0;0.0;0.0;0.0;7.62;2.07;0.0
20181023:0210;;0.0;0.0;0.0;0.0;7.39;2.48;0.0
20181023:0310;;0.0;0.0;0.0;0.0;7.61;2.9;0.0
20181023:0410;;0.0;0.0;0.0;0.0;7.77;3.52;0.0
20181023:0510;;0.0;0.0;0.0;0.0;7.87;4.07;0.0
20181023:0610;;0.0;0.0;0.0;0.0;7.92;4.34;0.0
20181023:0710;;0.0;33.0;0.0;7.49;7.79;4.48;0.0
20181023:0810;;8.0;101.0;0.0;15.23;8.58;4.14;0.0
20181023:0910;;17.0;159.0;0.0;21.51;9.49;4.83;0.0
20181023:1010;;63.0;207.0;0.0;25.8;10.7;5.1;0.0
20181023:1110;;249.01;158.0;0.0;27.63;12.2;5.72;0.0
20181023:1210;;143.0;199.0;0.0;26.76;12.9;5.79;0.0
20181023:1310;;44.0;186.0;0.0;23.31;13.58;5.79;0.0
20181023:1410;;8.0;120.0;0.0;17.68;14.31;6.34;0.0
20181023:1510;;47.0;72.0;0.0;10.41;13.98;5.45;0.0
20181023:1610;;0.0;0.0;0.0;0.0;13.51;4.97;0.0
20181023:1710;;0.0;0.0;0.0;0.0;13.07;4.62;0.0
20181023:1810;;0.0;0.0;0.0;0.0;12.79;4.48;0.0
20181023:1910;;0.0;0.0;0.0;0.0;12.46;4.07;0.0
20181023:2010;;0.0;0.0;0.0;0.0;12.56;4.07;0.0
20181023:2110;;0.0;0.0;0.0;0.0;12.75;4.21;0.0
20181023:2210;;0.0;0.0;0.0;0.0;12.94;4.28;0.0
20181023:2310;;0.0;0.0;0.0;0.0;12.98;4.55;0.0
20181024:0010;;0.0;0.0;0.0;0.0;12.67;4.62;0.0
20181024:0110;;0.0;0.0;0.0;0.0;12.51;4.76;0.0
